review_body,stars,product_category,language
"Ce projet est tellement attrayant! J'aime juste son toucher doux, tout comme l'apparition de ses herbes. Je n'ai aucun doute comme cette chose! Je suis sûr que je peux acheter 10 paires séparément. Pour moi, ce produit méritait 10 étoiles. J'implique spécifiquement ceci à mon ami!",5,beauty,fr
Trop tôt pour en parler par contre aucune explication pour la mise en place de la carte SIM 3 emplacement pas de sigle Cela a fini chez l’opérateur qui s’en fous vu que je ne l’ai pas acheter chez lui et j’ai fini par lui donner la solution moi même il fallait un adaptateur micro SIM pas adaptée,3,wireless,fr
"I gave it four stars because, while it was great while it lasted, my 2016 purchase stopped dead in early May, 2019. Some might consider that a good life; I wasn't particularly impressed.",4,wireless,en
je l'ai reçu avec les portes rayées car mal protégées mais comme il est dans un couloir sombre on ne voit pas,3,furniture,fr
Not well made at all I’d spend the money to get a better one next time.,2,sports,en
I like the grips but unfortunately the finger Grove's broke while installing I ended up getting them on but had to use a resin to fill in the crack besides that they are awesome I would just recommend installing very carefully,4,sports,en
I was very disappointed in this item. In my opinion it is very over rated and not worth the $,1,electronics,en
"Installation au top du top... qualité excellente sauf que... la vitre cache le capteur de luminosité du téléphone (xs Max) pourtant posée avec le guide, et rends les selfies ultra flous (verre courbée au niveau de l’appareil photo avant...)",2,wireless,fr
I never received the package!,1,office_product,en
I had an issue with my first item but customer service handled it very quickly. I am very satisfied and I love this item.,4,pc,en
"je n'ai jamais reçu le colis, en allant sur le site du transporteur, il me dit de voir avec le marchand.",1,home,fr
"I use this with my Lenovo Yoga 730. I am a little disappointed because it is very hard to hold onto. It's heavy. It's slides through my hand and the placement of the buttons has me constantly pushing them while writing and trying to hold onto the pen. I tried to put a grip on the pen but that holds the buttons down, so that's not an option. I also don't like that it doesn't flow across the screen with ease when writing. I wish they could've put some more thought into the tip material they decided on so it would be more like writing on paper and not sticky. I just don't think it was quite time to release it.",3,pc,en
"I ordered this in navy, and the color is as pretty as I expected. It is made of a lightweight, stretchy material, so it fits a little snuggly around the chest and arms. I like the way it flares out without looking like a maternity dress. However, it is a little too short for my liking. It is just at my fingertips when my arms are down at my sides. I almost sent it back for this reason, but decided to just wear it with thicker leggings. It will look nice with a scarf or a long pendant necklace.",3,apparel,en
Tetine natural vraiment pas terrible ca fuit de partout . J'ai acheter 6 biberons avent natural + 6 tetine sur amazon et je me retrouve avec ca dans le placard car j'ai jeter les emballages ... decue des biberons et tetines,1,baby_product,fr
La partie noire est en caoutchouc qui ne supporte guère les contacts type frottement. sinon il est très joli et d'assez bonne qualité.,3,jewelry,fr
Open the box and discover a top side snap already cracked. I want to give this a chance but wonder about the durability of this product now.,1,kitchen,en
"Use this product six or seven times on my Wheaten Terrier. It is quiet and the blade never overheated. I always wash my pet before grooming her and kept the cutter blades oiled. Worked great at first, but after four or five cuts the blades dulled and no longer did the job. Not worth purchasing.",1,pet_products,en
"arrive plié . la pâte passe dessous çà bave ,le rendu est médiocre je ne recommanderai plus très mécontente même si ce n est pas cher",2,home,fr
Normalement le produit devait avoir les bagues comme le montre le croquis mais rien pas de bagues,1,kitchen,fr
the back strap broke within a few days. it tore from the fabric completey,2,home,en
"le produit reçu ne correspond pas à ce que j'ai commandé, trop grand et surtout il est marqué que c'est pour Doogee X10. Je vous demande de me renvoyer le bon verre trempé",1,wireless,fr
"Great product. A little hard to install, as my patio door is older. The first one came defective, but they sent out a new one within days at no charge. Great customer service!",4,pet_products,en
Difficile à installer. Poussière se met entre montre et protection,3,wireless,fr
I can't really fairly review this product as it was damaged when I received it and I could not assemble it due to a bent component. Doesn't look like it happened in shipping. Returned it for refund and went to local Medical supply store.,3,drugstore,en
Après trois lavages au liquide vaisselle et trois trempage de 24h dans de l’eau et du bicarbonate et un passage au congélateur après chaque lavage la poche n’a plus aucune odeur de plastique Très content de mon achat Correspond au descriptif,4,sports,fr
"Not a horrible product for the price, just didn't stay stuck on..... kept coming off if it was in my hand longer than a couple mins",2,wireless,en
"Bof bofbof, jolie poupée mais la fleur ne change pas de couleur comme dit dans la description, et pas facile à mettre dans les cheveux car il est rigide!",2,toy,fr
"PURCHASE WITH UNDERSTANDING THAT THE KEY WORK, FOR MY CAR, YEAR AND MAKE..... BROUGHT TO HAVE IT CUT AND KEYED.... CUT BUT COULD NOT BE CODED... SO USELESS..... BEST GO TO DEALER... IN LONG RUN.... I HAD LOST MONEY TRYING TO GET IT TO WORK... SO LOST MONEY... AND STILL DO NOT HAVE THE AUTO KEY I NEED......",1,automotive,en
Took this off about an hour after applying because my buttons would not work,1,wireless,en
Great movie. I paid a little more to get the Digital copy!,4,other,en
Les dés ne sont pas vraiment identique a la photo la finition laisse un peu a désirer au niveau des points,2,toy,fr
It would be nice if the hardware fit the product so alot of time wasted to have to put old shocks back on.,2,automotive,en
It does not fit in the ear well. That makes the product usability. Thanks,3,other,en
Would be ok if my skin wasn’t so sensitive,3,beauty,en
"This is a gorgeous band, but a little difficult to put on due to the magnet closure constantly sticking as you try to adjust the band. The photo is with my rose gold 3rd gen Apple Watch for color comparison. The band is very adjustable and my go to design due to having a very small wrist that’s often too small for other Apple Watch bands to fit.",4,sports,en
"Pretty dam good headset, has comfortable shape for prolonged use as well as well as bright lighting that makes gameing easier to use, it is a tad larger than you would expect from the pictures but it also means large ears cups for a roomy fit on the ears. Works fine for pubg and mic is clear and easily adjusted as it is on a flexible boom. Can be used as a mic for my phone too.",4,pc,en
They look small for a men's medium. Will know after Christmas if they need to be returned.,3,apparel,en
capacité batteries trop faible,2,camera,fr
"Bon achat, pas déçue",5,kitchen,fr
"J'avais adoré le premier roman et espérai retrouver cet entrain en lisant celui-ci. Malheureusement mon sentiment à la fin du livre reste mitigé. Evidemment il y a toujours le côté recherche personnel mais tout est trop simple, téléphoné. L'histoire d'amour sans intérêt et tellement prévisible. J'avais l'impression de lire un scénario de film américain où tout le monde il est beau et gentil ou finit par l'être.",3,book,fr
"J'adore. La pull est de qualité, finition soignée, tombé impeccable, matière agréable .Prix on ne peut plus attractif. je la recommande",5,apparel,fr
Currently switching all my kids hangers over to these they are great! Nice and thin and the rubber helps clothes stay on. I personally don’t prefer the velvet so these are my new favorite. I’ve purchased 8 sets now.,5,home,en
Don't fit my big nostrils and very uncomfortable,3,drugstore,en
"really pretty bag, definitely reusable. Was looking for a big gift bag and thought this would turn out a bit bigger than it did. Using it anyways",4,kitchen,en
livraison rapide et conforme - J'ai voulu masquer un trou sur une doudoune cela n'a jamais collé. J'ai du coudre le motif.Le produit ne répond pas à mes attentes,3,home,fr
Suction cups don't stay on glass.,1,pet_products,en
"Je ne peux pas évaluer cet article chez vous comme tous ceux qui faisaient partis de la même commande et j'avoue avoir été très déçue par vos services .Poutant je commande régulièrement chez vous . En effet ces livres ( du 1 au 10 ) étaient destinés à un adolescent pour son anniversaire commandés avec amazon prime( un jour ouvré soit disant) suffisamment à l'avance pour être tranquille . Résultat livré en plusieurs colis , je le savais donc pas de problème puisque dans les temps . Mais j'apprends le MATIN de l'anniversaire en question par un mail le remboursement par amazon d'une commande suite à un retour d'un colis , précisément celui qui contenait la plus grande partie des livres . Le livreur a décidé de son propre chef le retour , il n'a pas pris le temps de s’arrêter à la poste pour déposer le colis comme on fait des collègues en d'autres circonstances . Je sais qu'ils sont toujours à la ""bourre"" mais quand même ... on paie un service !!!!! . Résultat cours acheter les livres manquants chez CULTURA ,pourtant ce n'était pas le moment j'avais tout le repas d'anniversaire à préparer pour toute ma famille .",1,book,fr
Table bien conçue pour l’éveil de l’enfant mais peinture de qualité médiocre au bout d’un mois elle s’écaille et ma fille est soigneuse,3,toy,fr
"Well constructed steel from Rugged Ridge, had a pair on my JK also, but these are made better for the JL. I didn’t use the provided cheap bolts, I reused the OEM bolts, the bolts they come with are trash.",5,automotive,en
It is a great cable. Will the cable have issues? Only time and use will tell. Works great and feels like quality.,5,wireless,en
I did receive the item and it says it did arrive I don’t approve bc I wasted money on it,1,other,en
It was easy to assemble but comes apart easy when you move it. If child or grandchild is tall for their age it is a little short for the age they have as appropriate.,3,toy,en
"Bought this as a present and I have one my self for my ps4. It’s a fun game but get ready for a massive head ache It is a lot of fun to play and What not but if you do use the headphones like I like to do to get more real life experience, play get ready to get a headache because the game is pretty scary",3,video_games,en
Les couleurs sont fausses car sa tire plus sur le rouge...! C'est dommage...!,2,wireless,fr
Déçue par ce boîtier sur lequel j attendais tant! C était pour mon fils qui voulait brancher sa Ps4 sur ma vieille télé. Mais ça marche un court instant et après ça n’en fonctionne plus. Obligée à chaque fois de débrancher la prise usb et la mettre sur un autre secteur pour réactiver le boîtier. Le boîtier est fragile. Dommage,2,electronics,fr
"Je l'utilise au quotidien, ayant une seconde plaque en renfort. Celle-ci est esthétique, fine, simple d'utilisation et à nettoyer. La fonction minuterie est très pratique mais c'est dommage que le cadran n'indique pas le temps qui s'écoule, on ne sait pas combien de temps il reste pour qu'une cuisson se termine. Le moins : son niveau sonore un peu élevé.",4,kitchen,fr
"No where in the description does it say with side zipper. No picture of side zipper either. Complete waste of my time. Will return. I wanted a lace up boot, not a zipper boot. Disgusted. Need to update information to include full description of the boot. As for fit, couldn’t say, didn’t try them on as I HATE zipper boots.",1,shoes,en
I have used this product several years. This jar was gritty. It also seemed to be whipped much looser than before. It does finally smooth out by continuing to rub the product on the skin. Not pleased this time around.,2,drugstore,en
J'ai acheté les bottines en novembre 2017 et je les ai peu portées. Le cuir s'est déchiré sur les côtés près de la semelle. Le cordonnier m'a dit c'est pas réparable car le cuir est sec et de mauvaise qualité. Je ne conseille pas ce produit pourtant elle sont agréable à porter mais elles sont collées mais non cousues.,2,shoes,fr
i bought this 5 months ago and it seems to have lost alot of power. Doen't blow very good at all.,2,beauty,en
Straps are too short even with extending them. The top of the straps are too close to center so they end up rubbing against your neck. The size and bright red color are great. The plastic is very thick which is good so won't tear easily,3,luggage,en
Il faut sans cesse rallumer la spirale car s'éteint très rapidement.,1,home,fr
These actually do what they say! I had another brand where you could still see my outline through the plastic. These are thin and completely opaque. Good find!,5,pc,en
"I really like the look of this product and the price but unfortunately I have not had a chance to use it yet. The box came with damaged parts and missing screws. I reached out to the company and they responded very quickly and I'm now waiting for the new parts. We were really looking forward to using this before it got too cold, I guess that will not happen. Once I receive everything and the fire pit is working I will update my review.",3,lawn_and_garden,en
Costume pas très bonne qualite style déguisement enfant,3,toy,fr
"DO NOT BUY THIS PRODUCT, VERY CHEAP BUILT AND WILL DIE SOON",1,automotive,en
"Based on reviews, I decided to try out this Yorkshire blend of black teas. Turned out quite weak after 5 minutes of brewing; with no distinctive flavor or aroma. It was only 3.99 for 100, so its no big loss. We also use tea bags to add color to some curry dishes, and it certainly fits that function.",3,grocery,en
"Bonjour, Pour ma part j’ai commandé cet article depuis fin mai : Nous sommes le 28 juin non, seulement je n’ai rien reçu alors que l’adresse de livraison est bien valide mais en plus le vendeur me prend pour « un américain » en me disant à 3 reprises qu’il va me rembourser suite à 3 demandes d’annulation. Hors à ce jour je n’ai toujours rien reçu : À éviter impérativement aux vues du manque de sérieux... !",1,lawn_and_garden,fr
"I love my quirky for my macbook charger! Be careful when ordering and pay attention to the size on your charger box, though. I mistakenly ordered the wrong size, but when I finally got the right size I love it! I definitely saves space and is super convenient.",5,pc,en
Didn't work for my queen-size bed headboard (possibly because it was older) but the screw holes didn't line up so I returned it.,3,furniture,en
A nice flowing read with a predictable nature. Likable characters Good for before bed.,3,digital_ebook_purchase,en
Je recommande de prendre une taille de plus pour que l’enfant soit bien à l’aise . Petit soucis avec la combinaison mais le vendeur a été réactif.,3,apparel,fr
Great size for a perfect fade but it falls off the clipper constantly and almost cut a line in the side of someones head.,2,pet_products,en
Product does take up a lot of usb ports and a little loud but if it's not something you need everyday it's not big deal. Overall I would recommend. Seller is exceptionally amazing!,5,pc,en
Reçu en temps et en heure par rapport au descriptif de la machine c’est exactement ça par compte quand j’ai reçu mon colis le système elle était complètement cassé du coup je vais devoir en racheter un et ça va me faire 40 € de plus c’était vraiment assez mal emballé malheureusement Je suis surtout déçu dans l’état où le système nerfs est arrivé,2,home_improvement,fr
"Super, malgré le peu de lumière du jour là batterie se recharge très bien. Un défaut pas de réglage zone de détection, du coup celle qui est dur le garage s'allume souvent et vide la batterie du coup j'y ai collé un bout fr scotch pour limiter la zone de détection.",4,home,fr
Les traits sont trop épais. Bien,2,book,fr
Very easy to learn. Would definatley recommend and would read farther into.,4,digital_ebook_purchase,en
produit reçu mais ne fonctionne pas,1,home_improvement,fr
bien mais le probléme c'est qu'il faut changer les billes assez vite sinon ça sert à rien. Avis mitigé mais à tester,3,personal_care_appliances,fr
WAS NOT IMPRESSED WITH THIS WESTERN.,3,other,en
Hard to understand many of the words in the book,2,book,en
I have several HOT TOOL items. This is the first hair dryer I purchased from them. It does NOT stay Hot!! I've had better dryers for less money!,2,other,en
Très déçue. Les batons de pop cake ne rentre pas dans les trous qui sont parfois mal fait. Un conseil. N'achetez pas !,2,home,fr
Oreillettes lachent au bout d'un mois. 1 oreillette /2 continue de fonctionner. Pourtant utilisation normale & je suis tres précautionneux. A fuir!,1,electronics,fr
Bonne qualité mais tétons peu réalistes(sans relief),3,personal_care_appliances,fr
"Conforme au descriptif. Pas cher. Livraison conforme au délai annoncé. C'est un peu gadget comme ustensile, mais ça peut aider à faire une frange droite ;-)",3,beauty,fr
Quick & easy to put together. Has adjustable tilt and crank open/close.,5,lawn_and_garden,en
Love it! Just like it was advertised.,5,pc,en
"Bonjour, J'ai reçu mon colis avec d'autre produit, mais celui n'est jamais arrivé... dommage. merci de me rembourser s'il vous plaît",1,office_product,fr
"bon produit qui s'adapte à la condition. Fonctionne aussi bien avec mes smartphone, ma tablette et mon macbook. Déjà testé avec 3 appareils simultanément connecté et tout fonctionne correctement. Le design est sobre et semble de bonne qualité, à confirmer dans le temps mais j'en suis satisfaite. Il manquerais peu être un indicateur lumineux.",4,wireless,fr
"Erreur, l'article ne correspond pas à la commande passée ! Dommage !",1,home,fr
Seal was broken. Product looks different than prior purchase.,1,lawn_and_garden,en
"I have small head and did not sit well, I used it because it was for custom and did not have time to change.",3,apparel,en
"I should've known better than to purchase this. It looked cheap and is extremely cheap. The top of the zippered pouch busted open the 3rd time I used it. The worst part is that when folded, that part is upside down which means I can't store anything in that pound anymore. Pretty much rendered it completely useless.",1,apparel,en
Cost too much but it works,5,home,en
Un peu légère lors de l'utilisation Pas de vrais patins antidérapants (type caoutchouc),3,home_improvement,fr
Magnifique couleur... Mais pas l'effet tatouage dit.,3,beauty,fr
"As expected, on time, all around great experience.",5,home_improvement,en
Nice hair but shedded right out of pack,3,beauty,en
Valise très maniable dont le design est sympa. Le seul reproche pourrait être celui de la fermeture qui bloque un peu.,3,luggage,fr
Pour le prix c'est top. Pratique pour le sac à mains et variétés sympa. Pour un cadeau pas très adapté car il y a des fils à l intérieur qui dépassent... Mais ça reste un bon produit.,4,home,fr
Very soft especially for 12 gauge wire. Copper strands are so fine the are almost like hair. Very easy to work with.,4,automotive,en
"did not like too much, looks cheap",3,watch,en
Comme sur la photo .. nikel,5,pc,fr
Histoire et décor sympa mais je l'ai vite fini.,4,video_games,fr
suite a ma comande recue cette article j'ai voulue faire la peinture résultats article c'est mie a fuir directement je suis vraiment déçue de cette achat,2,home,fr
"Pratique. Compact. C'est le plus puissant de ces petits appareils pourtant, nous l'avons trouvé longuet. Attention si vous choisissez ce type d'appareil en moins puissant...",2,kitchen,fr
En se qui me concerne n'a tenu qu'une semaine,2,electronics,fr
"pour nous au club il est pas chère ,il est très grand et facile d'utilisation",1,other,fr
"reçu très rapidement. Correspond bien au descriptif. Très satisfaite de ma commande, très pratique. Je le recommande pour ceux et celles qui se lancent dans le kéfir",4,home,fr
Dominos didn’t fit in the slots. Had to return.,1,toy,en
C'est la protection idéale pour vos iPhone. Le seul problème est la couleur ! Le modèle transparent tourne très rapidement au jaune. C'est pourquoi je me suis tourné vers une autre couleur dégradé bleu au rose et une toute rose pour ma chérie !,3,wireless,fr
I thought it was okay. Really wanted to see an end fight scene. Hated that they skipped it. Lazy director?,3,digital_video_download,en
"Comme d'habitude, rien à dire..",5,automotive,fr
The product is a good idea but needs to be make a little more durable. Can not hold much weight.,2,office_product,en
Wow nice watch user friendly love large face to many things to say how good it is,5,watch,en
On n'apprend rien du tout Pas de quoi en faire un livre pour dire ça,2,book,fr
Got this my 85 year old mother who has macular degeneration. She is able to read her books and daily paper as well as resumed her embroidery. Highly recommend.,5,office_product,en
prix correcte et qualité au rendez vous tres joli en plus!,5,beauty,fr
"Très déçu car le produit n'a jamais fonctionné. En somme au bout de 10 minutes il s'arrête. Je suis obligé de la charger au maximum pour qu'il puisse restituer une seule charge. Puis il s'arrête et fini.... On a pas fait fonctionné la garantie compte tenu du prix de l'objet. C'est peut-être dommage, mais on ne reviendra plus sur cette marque. J'ai mis une 1/5. c'est juste pour l’esthétique du produit.",1,electronics,fr
"Mon fils adore, pratique en vacances! Cela change des coloriages avec des feutres",4,toy,fr
Je suis contente de se produit mais il est très fin donc attention il peut facilement se déchiré. Et si vous avez des animaux il accroche tout les poils,4,home,fr
"Had large pockets with plenty of room. However, I brought it to a music festival and the main zipper broke the first time I tried to use it. I could only use it to hold the water bladder (which worked well and didn't leak) because the smaller front zipper also broke the next day. Not too upset because I didn't pay that much money for it and I could still carry my water, but I will not be buying again.",2,other,en
"This is the cutest bird feeder I own. However, I'm not sure what it is good for. Most sunflower seeds slip right through the mesh, so most fall on the ground. I suppose you could rig up something that would hang under it so that what spills out would be caught. Of course, there are many birds that will find the spillage on the ground and consume it, so all is not lost. It seems to be well made and since I love ladybug beetles, I find it charming. You can spot it across the yard.",3,lawn_and_garden,en
Installation facile et surtout ça marche !,4,lawn_and_garden,fr
"Sur les trois chemisiers commandés, seul le noir et le bordeaux sont arrivés . Je n’ai jamais reçu le beige!.",2,apparel,fr
The size of the hat is much smaller than the normal adult male,4,sports,en
I like the product my bf always holding his phone and check the map or listen to podcast while driving and sometimes just makes me feel dangerous so I got the holder for him. It works fine,5,wireless,en
"P’astique epais et rigide On peut lettre facilement 6 a 8 grandes bouteille Parfaite pour receptions, barbecue d’ete etc",5,home,fr
"We loved them, but the batteries only lasted about a week and then needed replaced. With over 10 of these, it was going to be expensive replacing the batteries each week or two.",3,other,en
Il est stipulé dans le descriptif que ce cable convient pour smarphone motorola G7 et malheureusement ce n'est pas le cas.,1,electronics,fr
"This item's string has already broken on each side of the sleeping mask. I have had to ""save the day"" by sewing it back together. For 6 or more dollars, it's not worth it. I should not have to sew it!!! Bummer cause it's cute and fits my 6 year old.",1,luggage,en
"Just the sticker , scam",1,wireless,en
"The idea of the phone wallet is great! We like the look of the case which prompted me to buy one for myself and husband. But the card placement blocks from being able to hear people talking to us. Also, you can only fit 2 cards in the wallet. If the binding was wider, it wouldn't be so bulky with trying to fit more cards. We tried to put 2 cards in each slot. We don't want a wallet where we have to remember to switch out cards when going to certain places.",1,wireless,en
Produit qui répond à nos attentes,3,pc,fr
Coins are nice though they came in a bag and were not in cardboard covers. I also only got the 7 coins and no free coin.,3,other,en
I bought medium but they are way to narrow and I can’t wear them. I have used this type of product for many years and this is the first time I couldn’t get them on my toes easily and when I did it was way too tight and hurt,2,drugstore,en
"Bonne qualité je suis satisfaite Les oreilles sont pile poil à ma taille, mais taille plutôt enfant. Mais je recommande, merci beaucoup",4,toy,fr
carton d'emballage abîmé d'où un coup dans la valisette,3,other,fr
"J'ai acheté le Samsung tab 3. Sur le site Amazon on vous dit que les internautes qui ont acheté ce produit on aussi acheté ceci. J'ai acheté sans regarder, ça me servira de leçon. L'étui est cher (comparé à des produits de même style), pas de place pour le stylet (même si la tablette est magnétique) et on ne peut pas mettre la tablette verticale. Bref, j'aurais du dès le départ renvoyer le produit.",2,electronics,fr
Cet album est le dernier qu'il me manquait du groupe. Livraison rapide et en parfait état. Pas encore pris le temps de l'écouter mais cela ne saurait tarder.,3,other,fr
The colors are really hard and not wary to cover areas.. more like for kids,2,office_product,en
"Les photos sont magnifiques, super maniable et facile à utiliser.",5,wireless,fr
Arrivée cassée en plusieurs morceau...dommage car elle est très belle. J'ai été assez vite remboursé donc ils sont tout excusés,1,home,fr
"Bonjour, avant d'acheter ce Smartphone j'avais un WIKO LENNY 2, j'en étais super content, j'ai voulu changer et prendre un modèle au dessus, mais là vraiment pas content de mon achat... Dommage que LENNY 2 ne soit plus en vente...",2,wireless,fr
Coque qui jauni et plastique qui se détend. Les points blancs sont toujours visibles. Je ne recommande pas ce produit,2,wireless,fr
Je le trouve bien mais sans mode d'emploi pour le monter c'est super pour l'utiliser,2,wireless,fr
"Produit correspondant à l'annonce. Je dirai meme produit de très très bonne qualité. Je recommanderai sans hésiter. A acheter les yeux fermés. MERCI. est parfaitement protégé, deuxième fois que j'achète ces Verres trempés , ils sont efficaces, malgré plusieurs chutes, l'écran De mon téléphone n’a aucun impact.",5,wireless,fr
Ce produit est génial ! Très pratique pour les personnes qui n'ont pas de poste usb dans leur voiture. Très facile d'utilisation et fontionne avec mon Sony X peria Z3.,5,wireless,fr
Good product for under counter and inside cabinet lights,5,home_improvement,en
"J'aurais aimé pouvoir mettre ""Dresseur + prénom"" mais impossible (pas assez de caractère). Il ne faut pas avoir un prénom composé sinon c'est foutu aussi !",3,apparel,fr
I ordered this product and did not receive my items,1,apparel,en
Lisseur au top rien a dire de plus par contre il manquer le produit de lissage dans le colis sinon tous es parfait,3,personal_care_appliances,fr
je les ai mises 2 fois et il y en a une qui a cassé,2,jewelry,fr
Ce ruban led est super jolie et de bonne qualité ! J'aime beaucoup le concept où l'on peut contrôler de notre smartphone grâce à l'application intégré !,5,home,fr
"Quality materials, good craftsmanship & made in the USA. Love it ! ( My SP101 fits very nicely. )",5,sports,en
Nice pencils but didn't like the colors they are neither pastels or neons. And colors rather dull,3,home,en
Bon produit mais le manche est un peu court,3,pet_products,fr
"Delicious, but wish there were more dark chocolate in the bag",4,grocery,en
"The product was as advertised, quick delivery. As opposed to previous traction devices, these stay on and delivery what they promised. I would recommend them to anyone who hikes winter trails.",5,other,en
I ordered before from a different company with correct model number but received incorrect filters. I ordered these by sight. I was very happy at first. The two big filters fit well. However the smallest filter is not even cut correctly and does not fit at all. It is also a very thin filter.,4,home,en
Excellent produit et bon rapport qualité / prix a fait très plaisir en cadeau,5,home,fr
"la qualité de l'adhésif est nettement insuffisante et en font un support instable, donc peu fiable. Ceci malgré avoir soigneusement dépoussiéré et même dégraissé la planche de bord à l'alcool à bruler. Vraiment dommage...",2,wireless,fr
Produits bien conçu original seul petit défaut la coque renforcée est un peu fragile le dessus a eu une fissure au bout de trois semaines. Malgré cette fissure le sac ne s’est absolument pas déchiré on peut dire que le tissu est très résistant,4,pc,fr
"Mon bébé a 5 mois, est allaité exclusivement et refuse les tétines, mais accepte de boire avec cette tasse. Pas de confusion sein/tétine possible car le bec est en plastique dur. Le système anti-fuite est efficace.",5,baby_product,fr
I did not receive order.,1,grocery,en
Fun prodcut to add to school lunches or share with friends at parties. Kids LOVE these and they are a nice change from the multi-pack products offered in the grocery stores.,5,grocery,en
Too large for my needs,2,other,en
Fair attempt at telling a story worth telling. I like the introduction of a plausible suspect. Useful information about the nature of policing in the time. Patching writing in places but decent conversational tone throughout. Hard to keep track of all the killings but fair attempt to do that for the reader.,3,digital_ebook_purchase,en
Produit reçu très rapidement. La pose avec le guide est très facile， aucune bulle. L’ecran reste très réactif au toucher et recouvre parfaitement l’ecran de mon téléphone .Je recommande !,5,wireless,fr
"From the online advertisement and photos I was impressed by the bracelet's attractive appearance and the excellent idea of a Paracord Survival Bracelet with a light that has 3 modes; on, strobe and SOS. There is an insulation strip that must be removed so the batteries can make contact and it would not simply pull out so I carefully opened the battery compartment and the small cover on the light switch control fell off its' arm but with some effort I put it back on and closed the compartment door. The light functions work somewhat. This is NOT a bracelet to be taken seriously as a survival item as it is cheaply made. It would be fine for kids to use as a toy if they are pretend camping in their backyard only but not for scouting trips or any real camping situation. The price of this bracelet is an indicator of its' true survival qualifications. You get what you pay for.",1,other,en
"Impressionnant, essaie dans une bassine = R.A.S À voir à la mer.",5,sports,fr
Vraiment génial en balade/randonnée. Confortable même quand le thermomètre grimpe au dessus de 50 dans le désert. J'ai juste fait une petite couture au niveau des scratchs une fois à ma taille pour plus de sécurité quand il y a le poids des gros objectifs. Parfait pour une amatrice de photo qui voyage.,4,camera,fr
"On ne s'ennuie pas une seconde dans ce film réalisé par Clint Eastwood et sorti en 1997. Même s'il ne fait pas parti de la liste des incontournables du cinéaste, il se situe dans la très bonne moyenne. A voir ou à revoir pour passer un bon moment de cinéma en compagnie du grand Clint.",4,other,fr
"Mat is not self inflatable. After opening valve and walking away for 20+ minutes, never fully self inflated. Also, after full inflation, snaps that hold the pillow on were torn out. This was not due to rough handling of the product as it was my 6 year old laying down with a book that caused the tear. Hoping that the mat will be sufficient for the Boy Scout outing this weekend. Disappointed that I won't be able to use the pillow and that the mat is thinner than advertised.",1,other,en
Reçu rapidement. la notoriété de la marque et son prix mériterait de fabriquer les lanières en cuir et non en PVC. je m'attendais aussi à des semelles e liège comme celle d'avant. La pointure est celle d'origine ni plus grand ni plus petit.,3,shoes,fr
I like the fit and color. I have already worn it several times. you need a black full slip or camisole and half slip.,5,apparel,en
Does not always work..,4,drugstore,en
"Mauvaise signalisation sur le site, la poudre est très difficile a utiliser alors que j'espèrais en cachet et... impossible de retourner le produit...",2,drugstore,fr
I thought I would use it but I keep forgetting about it. Literally need to be holding my keys around all the time to use it. The rubber black part came off and it’s useless on some doors.,2,drugstore,en
"Was a little disappointed that I was shorten 2 towels , I never count my items but for some reason I did this time n I was not give 24 like it says",2,home,en
une clef circulaire trouvée cassée à la réception dans l'emballage,1,home_improvement,fr
"Reçu ce jour je n’ai pas encore beaucoup de recul. Assez facile à poser,ne dénote pas la montre. J’ ai un doute quant à la mettre sous l’ eau.",4,wireless,fr
"Bon il fonctionne, mais, ce n'est pas un DECT Ethernet. Besoin de la RJ11 et donc la prise téléphonique à proximité. Trés mal identifié dans la description.",2,wireless,fr
Ne colle pas et très facile à nettoyer,5,home,fr
La maîtresse de fiston nous a demandé sur la liste de rentrée scolaire ce dictionnaire. Il est bien fichu et est un poil moins cher que dans les grandes surface! N'hésitez pas à cliquer sur utile si c'est le cas ;) Merci !,5,book,fr
Shipped quickly. Works as advertised,4,home,en
C'est n cadeau de noël donc je ne sais pas si ça fonction ou pas mais je n'étais pas contente de voir que le bras en bois a été détaché du stand quand j'ai ouvert le colis. Trop tard pour retourner avant noël donc j'ai recollé le stand moi même. Je n'ai pas la confiance de la qualité du produit. Par rapport qualité prix je ne suis pas convaincu!,2,home,fr
"I was looking for a good LED replacement for my landscape lighting, these Brightech units did wonderfully. I've had them installed for a while now and they are doing great! Highly recommend.",5,home_improvement,en
Product was 2 small for my calves,2,sports,en
Did not work. Save your money.,1,baby_product,en
"Difficile de savoir quelles sont les coupes S et les L... elles sont quasiment pareilles ?! Ceci dit, les coupes ont l'air très bien, le stérilisateur est pratique... reste à tester...",4,drugstore,fr
Impossible de la faire fonctionner et le constructeur ne répond pas,1,electronics,fr
"Après avoir acheté ce produit il y a deux mois et en étant satisfaits, nous en avons commandé un second. le prix entre les deux achats avait augmenté de 4€... A réception, nous avons pu constater un gros éclat sur le chrome, bien visible. demande de remboursement avec retour effectuée auprès d'Amazon. pas découragés on recommande. Cette fois, deux éclats sur le chrome. Le plastique support étant rouge, c'est tout sauf discret. Lassés par cette qualité médiocre, nous attendons maintenant un hypothétique geste commercial d'Amazon, dont les contrôles qualité laissent vraiment à désirer. Sur un produit à 3€ on pourrait le tolérer, mais quand ça dépasse 10€ il ne faut pas exagérer.",1,furniture,fr
